es,slug
escena del campamento dax de la cripta,undercroft_dax_camp_scene
escena del pueblo de la cripta,undercroft_township_scene
escena de lunaro de la cripta,undercroft_lunaro_scene
ohma prisma,prisma_ohma
reliquia lith l4,lith_l4_relic
escena de la vivienda de la cripta,undercroft_lodging_scene
reliquia axi d4,axi_d4_relic
reliquia meso f4,meso_f4_relic
reliquia neo b8,neo_b8_relic
reliquia lith m8,lith_m8_relic
reliquia lith o3,lith_o3_relic
reliquia lith g7,lith_g7_relic
reliquia meso n15,meso_n15_relic
reliquia meso z5,meso_z5_relic
reliquia axi p5,axi_p5_relic
reliquia axi a17,axi_a17_relic
reliquia axi l6,axi_l6_relic
reliquia axi g12,axi_g12_relic
reliquia axi g11,axi_g11_relic
reliquia neo d8,neo_d8_relic
reliquia neo k7,neo_k7_relic
reliquia neo k6,neo_k6_relic
reliquia neo s18,neo_s18_relic
reliquia neo z10,neo_z10_relic
reliquia meso w3,meso_w3_relic
reliquia meso c9,meso_c9_relic
reliquia meso p14,meso_p14_relic
reliquia meso b8,meso_b8_relic
reliquia meso m4,meso_m4_relic
reliquia lith n14,lith_n14_relic
reliquia lith t10,lith_t10_relic
reliquia lith c10,lith_c10_relic
reliquia lith r4,lith_r4_relic
reliquia lith g8,lith_g8_relic
set de grendel prime,grendel_prime_set
plano de grendel prime,grendel_prime_blueprint
plano de neurópticas de grendel prime,grendel_prime_neuroptics_blueprint
plano de chasis de grendel prime,grendel_prime_chassis_blueprint
plano de sistemas de grendel prime,grendel_prime_systems_blueprint
set de masseter prime,masseter_prime_set
plano de masseter prime,masseter_prime_blueprint
hoja de masseter prime,masseter_prime_blade
empuñadura de masseter prime,masseter_prime_handle
set de zylok prime,zylok_prime_set
plano de zylok prime,zylok_prime_blueprint
cañón de zylok prime,zylok_prime_barrel
receptor de zylok prime,zylok_prime_receiver
escudos catalizadores,catalyzing_shields
vínculo astral,astral_bond
vínculo dúplex,duplex_bond
vínculo tenaz,tenacious_bond
vínculo en tándem,tandem_bond
vínculo contagioso,contagious_bond
vínculo místico,mystic_bond
vínculo encubierto,covert_bond
vínculo restaurativo,restorative_bond
vínculo crucial,momentous_bond
vínculo aéreo,aerial_bond
vínculo múltiple,manifold_bond
vínculo vicioso,vicious_bond
vínculo sísmico,seismic_bond
vínculo reforzado,reinforced_bond
abyssal beacon,abyssal_beacon
gotva prime,gotva_prime
reliquia neo t8,neo_t8_relic
escena del archivo de albrecht,albrecht’s_archive_scene
escena de la oficina de albrecht,albrecht’s_bureau_scene
escena del sanctum anatomica,sanctum_anatomica_scene
escena del desfiladero fragmentado,fragmented_gorge_scene
escena de fabrica anatomica,fabrica_anatomica_scene
nexo energético,energy_nexus
intensificación de precisión,precision_intensify
limpieza de murmullos,cleanse_the_murmur
precipitación atómica,atomic_fallout
contagio tembloroso,shivering_contagion
perdición de los murmullos,bane_of_the_murmur
variante volátil,volatile_variant
recarga radioactiva,radiated_reload
expeler murmullos,expel_the_murmur
mutación crítica,critical_mutation
isótopo acelerado,accelerated_isotope
enfoque de radón,focus_radon
acero preparado,ready_steel
invocación xata,xata_invocation
invocación vome,vome_invocation
invocación ris,ris_invocation
invocación netra,netra_invocation
cántico lohk,lohk_canticle
cántico khra,khra_canticle
cántico jahu,jahu_canticle
cántico fass,fass_canticle
alcance de oportunidad,opportunitys_reach
perfección de condición,conditions_perfection
filo del maestro,masters_edge
ira del soñador,dreamers_wrath
mérito de disciplina,disciplines_merit
brecha de contención,containment_breach
castiga murmullos,smite_the_murmur
redirección prime,primed_redirection
set de mandonel,mandonel_set
plano de mandonel,mandonel_blueprint
cañón de mandonel,mandonel_barrel
receptor de mandonel,mandonel_receiver
culata de mandonel,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
vórtice cuerpo a cuerpo,melee_vortex
animosidad cuerpo a cuerpo,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
convulsión prime,primed_convulsion
set de gauss prime,gauss_prime_set
plano de gauss prime,gauss_prime_blueprint
plano de neurópticas de gauss prime,gauss_prime_neuroptics_blueprint
plano de chasis de gauss prime,gauss_prime_chassis_blueprint
plano de sistemas de gauss prime,gauss_prime_systems_blueprint
reliquia axi a18,axi_a18_relic
reliquia axi p6,axi_p6_relic
reliquia axi d5,axi_d5_relic
reliquia axi b7,axi_b7_relic
reliquia neo a11,neo_a11_relic
reliquia neo w1,neo_w1_relic
reliquia neo f3,neo_f3_relic
reliquia meso b9,meso_b9_relic
reliquia meso g6,meso_g6_relic
reliquia meso a5,meso_a5_relic
reliquia meso h6,meso_h6_relic
reliquia meso h5,meso_h5_relic
reliquia lith g10,lith_g10_relic
reliquia lith p8,lith_p8_relic
reliquia lith g9,lith_g9_relic
reliquia lith r5,lith_r5_relic
reliquia lith a6,lith_a6_relic
reliquia lith c11,lith_c11_relic
set de akarius prime,akarius_prime_set
plano de akarius prime,akarius_prime_blueprint
cañón de akarius prime,akarius_prime_barrel
receptor de akarius prime,akarius_prime_receiver
enlace de akarius prime,akarius_prime_link
set de acceltra prime,acceltra_prime_set
plano de acceltra prime,acceltra_prime_blueprint
cañón de acceltra prime,acceltra_prime_barrel
receptor de acceltra prime,acceltra_prime_receiver
culata de acceltra prime,acceltra_prime_stock
vínculo del soñador,dreamers_bond
derretimiento crítico,critical_meltdown
reliquia axi v11,axi_v11_relic
reliquia axi c8,axi_c8_relic
reliquia neo p5,neo_p5_relic
reliquia meso c10,meso_c10_relic
reliquia meso a6,meso_a6_relic
reliquia lith g11,lith_g11_relic
reliquia lith t11,lith_t11_relic
escena del retiro de dante,dantes_retreat_scene
escena del recipiente abandonado,the_abandoned_vessel_scene
merulina leal,loyal_merulina
ira de ukko,wrath_of_ukko
retribución esquiva,elusive_retribution
retribución divina,divine_retribution
señuelo de daño,damage_decoy
vitalidad parasitaria,parasitic_vitality
jabalineros axios,axios_javelineers
recristalizar,recrystalize
descanso del guerrero,warriors_rest
armadura de guardián,guardian_armor
formación de valencia,valence_formation
set de protea prime,protea_prime_set
plano de protea prime,protea_prime_blueprint
plano de neurópticas de protea prime,protea_prime_neuroptics_blueprint
plano de chasis de protea prime,protea_prime_chassis_blueprint
plano de sistemas de protea prime,protea_prime_systems_blueprint
reliquia axi b8,axi_b8_relic
reliquia axi f2,axi_f2_relic
reliquia axi p7,axi_p7_relic
reliquia neo m5,neo_m5_relic
reliquia neo a12,neo_a12_relic
reliquia neo p6,neo_p6_relic
reliquia neo o2,neo_o2_relic
reliquia meso w5,meso_w5_relic
reliquia meso w4,meso_w4_relic
reliquia meso g7,meso_g7_relic
reliquia meso v9,meso_v9_relic
reliquia lith t12,lith_t12_relic
reliquia lith p9,lith_p9_relic
set de velox prime,velox_prime_set
plano de velox prime,velox_prime_blueprint
cañón de velox prime,velox_prime_barrel
receptor de velox prime,velox_prime_receiver
set de okina prime,okina_prime_set
plano de okina prime,okina_prime_blueprint
empuñadura de okina prime,okina_prime_handle
hoja de okina prime,okina_prime_blade
transferencia de clip,clip_delegation
sobrecarga fotónica,photon_overcharge
plano de cinta,cinta_blueprint
tormenta de hielo arcana,arcane_ice_storm
sobretensión secundaria,secondary_surge
batería arcana,arcane_battery
fortificador secundario,secondary_fortifier
el simulacro de salón de baile,the_ballroom_simulacrum
el simulacro de ciudadela,the_citadel_simulacrum
simulacro de la arena orowyrm,orowyrm_arena_simulacrum
el simulacro del sanctum,sanctum_simulacrum
simulacro de la arena de zanuka,zanuka_arena_simulacrum
simulacro del asteroide grineer,grineer_asteroid_simulacrum
simulacro del derrelicto orokin,orokin_derelict_simulacrum
simulacro de la arena de ambulas,ambulas_arena_simulacrum
simulacro del templo del velo rojo,red_veil_temple_simulacrum
simulacro del patio iluminado por la luna,moonlit_courtyard_simulacrum
elementalista de escopeta,shotgun_elementalist
cañoneo de semiescopeta,shotgun_cannonade
elementalista de rifle,rifle_elementalist
cañoneo de semirifle,semi_rifle_cannonade
elementalista de pistola,pistol_elementalist
cañoneo de semipistola,semi_pistol_cannonade
elementalista cuerpo a cuerpo,melee_elementalist
propagación oscura,dark_propagation
artillería temporal,temporal_artillery
espíritu espectral,spectral_spirit
muro demoledor,wrecking_wall
aflicciones cuerpo a cuerpo,melee_afflictions
munición doble prime,primed_dual_rounds
reliquia lith e1,lith_e1_relic
reliquia lith k11,lith_k11_relic
reliquia lith h10,lith_h10_relic
reliquia meso s14,meso_s14_relic
reliquia meso b10,meso_b10_relic
reliquia meso n16,meso_n16_relic
reliquia meso s13,meso_s13_relic
reliquia neo g5,neo_g5_relic
reliquia axi r4,axi_r4_relic
reliquia axi t11,axi_t11_relic
reliquia axi s15,axi_s15_relic
eficiencia letal prime,primed_deadly_efficiency
reliquia neo g6,neo_g6_relic
reliquia axi m5,axi_m5_relic
set de akmagnus prime,akmagnus_prime_set
plano de akmagnus prime,akmagnus_prime_blueprint
enlace de akmagnus prime,akmagnus_prime_link
set de sevagoth prime,sevagoth_prime_set
plano de sevagoth prime,sevagoth_prime_blueprint
plano de neurópticas de sevagoth prime,sevagoth_prime_neuroptics_blueprint
plano de chasis de sevagoth prime,sevagoth_prime_chassis_blueprint
plano de sistemas de sevagoth prime,sevagoth_prime_systems_blueprint
reliquia axi s17,axi_s17_relic
reliquia axi s16,axi_s16_relic
reliquia axi o6,axi_o6_relic
reliquia neo p7,neo_p7_relic
reliquia neo b9,neo_b9_relic
reliquia neo z11,neo_z11_relic
reliquia neo g7,neo_g7_relic
reliquia neo a13,neo_a13_relic
reliquia neo e4,neo_e4_relic
reliquia meso f5,meso_f5_relic
reliquia meso a7,meso_a7_relic
reliquia meso h7,meso_h7_relic
reliquia meso n17,meso_n17_relic
reliquia lith g12,lith_g12_relic
reliquia lith n15,lith_n15_relic
reliquia lith w4,lith_w4_relic
reliquia lith c12,lith_c12_relic
set de epitaph prime,epitaph_prime_set
plano de epitaph prime,epitaph_prime_blueprint
cañón de epitaph prime,epitaph_prime_barrel
receptor de epitaph prime,epitaph_prime_receiver
set de nautilus prime,nautilus_prime_set
plano de nautilus prime,nautilus_prime_blueprint
cerebro de nautilus prime,nautilus_prime_cerebrum
caparazón de nautilus prime,nautilus_prime_carapace
sistemas de nautilus prime,nautilus_prime_systems
odio ardiente,burning_hate
pavor invisible,unseen_dread
presa de dynar,prey_of_dynar
vendaval aegis,aegis_gale
recarga de bobina,coil_recharge
gastro,gastro
sierra higasa,higasa_serration
presión amanata,amanata_pressure
garras sépticas,sepsis_claws
garras ardientes,burning_claws
garras electrizantes,shocking_claws
garras heladas,chilling_claws
postura asesina,assassin_posture
postura frenética,frenzied_posture
postura protectora,protector_posture
postura persistente,persistent_posture
postura elusiva,elusive_posture
postura equilibrada,balanced_posture
recuperador ingenioso,resourceful_retriever
recuperador leal,loyal_retriever
recuperador próspero,prosperous_retriever
condicionamiento preciso,precision_conditioning
resistencia inmunitaria,immunity_resistance
golpe magnético,magnetic_strike
campanero,bell_ringer
sed de sangre,bloodthirst
condicionamiento deshabilitante,disabling_conditioning
sacrifica a los débiles,cull_the_weak
condicionamiento bruto,brute_conditioning
acero galvanizado,galvanized_steel
reflejo galvanizado,galvanized_reflex
elementalista galvanizado,galvanized_elementalist
reliquia lith d6,lith_d6_relic
reliquia meso h8,meso_h8_relic
reliquia neo c5,neo_c5_relic
reliquia neo k8,neo_k8_relic
reliquia axi g13,axi_g13_relic
reliquia axi n11,axi_n11_relic
set de xaku prime,xaku_prime_set
plano de xaku prime,xaku_prime_blueprint
plano de neurópticas de xaku prime,xaku_prime_neuroptics_blueprint
plano de chasis de xaku prime,xaku_prime_chassis_blueprint
plano de sistemas de xaku prime,xaku_prime_systems_blueprint
set de trumna prime,trumna_prime_set
plano de trumna prime,trumna_prime_blueprint
cañón de trumna prime,trumna_prime_barrel
receptor de trumna prime,trumna_prime_receiver
culata de trumna prime,trumna_prime_stock
set de quassus prime,quassus_prime_set
plano de quassus prime,quassus_prime_blueprint
empuñadura de quassus prime,quassus_prime_handle
hoja de quassus prime,quassus_prime_blade
reliquia axi a19,axi_a19_relic
reliquia axi g14,axi_g14_relic
reliquia axi h8,axi_h8_relic
reliquia axi t12,axi_t12_relic
reliquia neo w2,neo_w2_relic
reliquia neo g8,neo_g8_relic
reliquia neo q1,neo_q1_relic
reliquia neo l4,neo_l4_relic
reliquia meso v10,meso_v10_relic
reliquia meso t7,meso_t7_relic
reliquia meso e6,meso_e6_relic
reliquia meso g8,meso_g8_relic
reliquia lith m9,lith_m9_relic
reliquia lith g13,lith_g13_relic
reliquia lith n16,lith_n16_relic
reliquia lith x1,lith_x1_relic
arcano crepuscular,arcane_crepuscular
ímpetu arcano,arcane_impetus
cruz primaria,primary_crux
enervación secundaria,secondary_enervate
cuerpo a cuerpo intrépido,melee_doughty
camisado arcano,arcane_camisado
beligerancia arcana,arcane_bellicose
truculencia arcana,arcane_truculence
simulacro de la rotonda del centro comercial,mall_rotunda_simulacrum
simulacro del patio de höllvania,höllvanian_courtyard_simulacrum
escena de terraza de höllvania en verano,höllvanian_terrace_in_summer
escena de tienda de electrónica tech titan,tech_titan_electronics_store
escena de intersección de höllvania en invierno,höllvanian_intersection_in_winter
metro del centro comercial de höllvania,höllvania_central_mall_subway
escena de viviendas de höllvania en verano,höllvanian_tenements_in_summer
escena de barrio histórico de höllvania en primavera,höllvanian_historic_quarter_in_spring
escena de casco antiguo de höllvania en otoño,höllvanian_old_town_in_fall
escena de arcade orbit,orbit_arcade
escena de cuarto secreto del centro comercial,central_mall_backroom
cinta magnética,magnetic_welt
ametralladora magnética,magnetic_strafe
garras de radón,radon_claws
garras magnéticas,magnetic_claws
agudeza primaria,primary_acuity
sierra espectral,spectral_serration
capacidad magnética,magnetic_capacity
agudeza de pistola,pistol_acuity
tiroteo despiadado,merciless_gunfight
ráfaga magnética,magnetic_rush
camaradería digna,worthy_comradery
ira del invocador,summoner’s_wrath
ciclo magnetizado,magnetized_cycle
núcleo magnetizado,magnetized_core
set de reconifex,reconifex_set
cañón de reconifex,reconifex_barrel
receptor de reconifex,reconifex_receiver
culata de reconifex,reconifex_stock
set de vesper 77,vesper_77_set
cañón de vesper 77,vesper_77_barrel
receptor de vesper 77,vesper_77_receiver
empuñadura de vesper 77,vesper_77_handle
set de cedo prime,cedo_prime_set
plano de cedo prime,cedo_prime_blueprint
receptor de cedo prime,cedo_prime_receiver
cañón de cedo prime,cedo_prime_barrel
culata de cedo prime,cedo_prime_stock
set de zoren dobles prime,dual_zoren_prime_set
plano de zoren dobles prime,dual_zoren_prime_blueprint
empuñadura de zoren dobles prime,dual_zoren_prime_handle
hoja de zoren dobles prime,dual_zoren_prime_blade
set de lavos prime,lavos_prime_set
plano de lavos prime,lavos_prime_blueprint
plano de neurópticas de lavos prime,lavos_prime_neuroptics_blueprint
plano de chasis de lavos prime,lavos_prime_chassis_blueprint
plano de sistemas de lavos prime,lavos_prime_systems_blueprint
reliquia axi p9,axi_p9_relic
reliquia axi m6,axi_m6_relic
reliquia axi z2,axi_z2_relic
reliquia axi f3,axi_f3_relic
reliquia axi p8,axi_p8_relic
reliquia neo d9,neo_d9_relic
reliquia neo t9,neo_t9_relic
reliquia neo x1,neo_x1_relic
reliquia neo c6,neo_c6_relic
reliquia meso a8,meso_a8_relic
reliquia lith s16,lith_s16_relic
reliquia lith a7,lith_a7_relic
reliquia lith q1,lith_q1_relic
reliquia lith l5,lith_l5_relic
reliquia meso p15,meso_p15_relic
municiones bióticas,biotic_rounds
gas con plomo,leaded_gas
reliquia lith s17,lith_s17_relic
reliquia meso s15,meso_s15_relic
reliquia meso m5,meso_m5_relic
reliquia neo n19,neo_n19_relic
reliquia neo s19,neo_s19_relic
reliquia axi n12,axi_n12_relic
fuera bichos,worm_away
trojan tracker,trojan_tracker
software seguro,soft_safe
anti-v,anti_v
byteryte,byteryte
keep-clean,keep_clean
limpiadiscos,drive_duster
policía informática,computer_cop
corrección rápida,quick_correct
escudo inmunológico,immuno_shield
seguridad instantánea,instant_secure
bloqueador de amenazas,threat_blocker
turboprotección,turbo_protect
escena de estadio de los tecnocitos coda,technocyte_coda_stadium_scene
portal cataclísmico,cataclysmic_gate
fortuna de omikuji,omikujis_fortune
esfera conductiva,conductive_sphere
crisol fusionado,fused_crucible
escapista arcano,arcane_escapist
ignición arcana,arcane_hot_shot
radiación arcana,arcane_universal_fallout
set de riot-848,riot_848_set
plano de cañón de riot-848,riot_848_barrel
plano de receptor de riot-848,riot_848_receiver
plano de culata de riot-848,riot_848_stock
set de purgator 1,purgator_1_set
cañón de purgator 1,purgator_1_barrel
receptor de purgator 1,purgator_1_receiver
culata de purgator 1,purgator_1_stock
set de efv-5 júpiter,efv_5_jupiter_set
cañón de efv-5 júpiter,efv_5_jupiter_barrel
receptor de efv-5 júpiter,efv_5_jupiter_receiver
culata de efv-5 júpiter,efv_5_jupiter_stock
set de efv-8 mars,efv_8_mars_set
cañón de efv-8 marte,efv_8_mars_barrel
receptor de efv-8 marte,efv_8_mars_receiver
culata de efv-8 marte,efv_8_mars_stock
set de viciss dobles,dual_viciss_set
hoja de viciss dobles,dual_viciss_blade
empuñadura de viciss dobles,dual_viciss_hilt
manos firmes prime,primed_steady_hands
estabilizador prime,primed_stabilizer
contrapeso prime,primed_counterbalance
reliquia lith a8,lith_a8_relic
reliquia lith q2,lith_q2_relic
reliquia lith y1,lith_y1_relic
reliquia lith z4,lith_z4_relic
reliquia meso k7,meso_k7_relic
reliquia meso p16,meso_p16_relic
reliquia neo a14,neo_a14_relic
reliquia neo d10,neo_d10_relic
reliquia neo g9,neo_g9_relic
reliquia axi n13,axi_n13_relic
reliquia axi v12,axi_v12_relic
reliquia axi y1,axi_y1_relic
set de yareli prime,yareli_prime_set
plano de yareli prime,yareli_prime_blueprint
plano de neurópticas de yareli prime,yareli_prime_neuroptics_blueprint
plano de chasis de yareli prime,yareli_prime_chassis_blueprint
plano de sistemas de yareli prime,yareli_prime_systems_blueprint
set de daikyu prime,daikyu_prime_set
plano de daikyu prime,daikyu_prime_blueprint
pala inferior de daikyu prime,daikyu_prime_lower_limb
pala superior de daikyu prime,daikyu_prime_upper_limb
empuñadura de daikyu prime,daikyu_prime_grip
cuerda de daikyu prime,daikyu_prime_string
set de kompressa prime,kompressa_prime_set
plano de kompressa prime,kompressa_prime_blueprint
cañón de kompressa prime,kompressa_prime_barrel
receptor de kompressa prime,kompressa_prime_reciever
reliquia axi c9,axi_c9_relic
escena de subterráneo colapsado de höllvania,höllvanian_collapsed_underground_scene
escena de área de juegos de lavos,lavos_playplace_scene
escena de cruce de metro de höllvania,höllvanian_subway_junction_scene
reliquia lith t13,lith_t13_relic
reliquia lith a9,lith_a9_relic
reliquia meso r6,meso_r6_relic
reliquia neo p8,neo_p8_relic
reliquia axi b9,axi_b9_relic
reliquia meso t8,meso_t8_relic
reliquia lith m10,lith_m10_relic
puntos dolorosos,pain_points
singularidad espontánea,spontaneous_singularity
recompensa volátil,volatile_recompense
compañero prismático,prismatic_companion
mortero afilado,razor_mortar
juicio de jade,jades_judgment
castiga murmullos prime,primed_smite_the_murmur
escena de la arena octópoda,octopede_arena_scene
escena del islote nebuloso de tejedora de islas,isleweaver_cloud_islet_scene
escena del atolón a la deriva de tejedora de islas,isleweaver_drift_atoll_scene
escena del desembarco del erudito,scholars_landing_scene
escena de la sala del trono de duviri,duviri_throne_room_scene
escena de escenario de la plaza del solsticio,solstice_square_stage_scene
escena de la prisión de kullervo,kullervos_hold_scene
expeler murmullos prime,primed_expel_the_murmur
limpieza de murmullos prime,primed_cleanse_the_murmur
set de caliban prime,caliban_prime_set
plano de caliban prime,caliban_prime_blueprint
plano de neurópticas de caliban prime,caliban_prime_neuroptics_blueprint
plano de chasis de caliban prime,caliban_prime_chassis_blueprint
plano de sistemas de caliban prime,caliban_prime_systems_blueprint
set de vadarya prime,vadarya_prime_set
plano de vadarya prime,vadarya_prime_blueprint
cañón de vadarya prime,vadarya_prime_barrel
receptor de vadarya prime,vadarya_prime_receiver
culata de vadarya prime,vadarya_prime_stock
set de venato prime,venato_prime_set
plano de venato prime,venato_prime_blueprint
hoja de venato prime,venato_prime_blade
empuñadura de venato prime,venato_prime_handle
reliquia axi y2,axi_o7_relic
reliquia axi c10,axi_c10_relic
reliquia axi v13,axi_v13_relic
reliquia axi s18,axi_s18_relic
reliquia neo a15,neo_a15_relic
reliquia meso g9,meso_g9_relic
reliquia meso v12,meso_v12_relic
reliquia meso v11,meso_v11_relic
reliquia meso l3,meso_l3_relic
reliquia lith k12,lith_k12_relic
reliquia lith a10,lith_a10_relic
reliquia lith e2,lith_e2_relic
reliquia lith o4,lith_o4_relic
reliquia lith n17,lith_n17_relic
reliquia lith c13,lith_c13_relic
impronta de cargador helminto,helminth_charger_imprint
perdición de los murmullos prime,primed_bane_of_the_murmur
transmutación persistente,lingering_transmutation
grieta intemporal,untime_rift
letalidad de tharros,tharros_lethality
rotor inverso,reverse_rotorswell
escultura ayatan chattraka,ayatan_chattraka_sculpture
escena base de avanzada de las minas profundas,deepmines_forward_base_scene
escena de las minas profundas,deepmines_scene
escena cuevas de las minas profundas,deepmines_caves_scene
escena laboratorio de las minas profundas,deepmines_lab_scene
escena centro nutricional de las minas profundas,deepmines_nutrient_plant_scene
escena de los cinco destinos,five_fates_scene
escena del maestro (dojo),the_teacher_dojo_scene
escena del maestro (tierra),the_teacher_earth_scene
escena del maestro (reactor),the_teacher_reactor_scene
escena del maestro (nave),the_teacher_ship_scene
final peculiar,peculiar_end
disparo fatídico,dreadful_killshot
reliquia axi s19,axi_s19_relic
reliquia axi w4,axi_w4_relic
reliquia neo h4,neo_h4_relic
reliquia meso g10,meso_g10_relic
reliquia lith f3,lith_f3_relic
reliquia lith l6,lith_l6_relic
vigor necrófago,necrophagic_vigor
set de gyre prime,gyre_prime_set
plano de gyre prime,gyre_prime_blueprint
plano de neurópticas de gyre prime,gyre_prime_neuroptics_blueprint
plano de chasis de gyre prime,gyre_prime_chassis_blueprint
plano de sistemas de gyre prime,gyre_prime_systems_blueprint
set de alternox prime,alternox_prime_set
plano de alternox prime,alternox_prime_blueprint
cañón de alternox prime,alternox_prime_barrel
receptor de alternox prime,alternox_prime_receiver
culata de alternox prime,alternox_prime_stock
set de kestrel prime,kestrel_prime_set
plano de kestrel prime,kestrel_prime_blueprint
empuñadura de kestrel prime,kestrel_prime_grip
hoja de kestrel prime,kestrel_prime_blade
reliquia axi t13,axi_t13_relic
reliquia axi a20,axi_a20_relic
reliquia neo t10,neo_t10_relic
reliquia neo o3,neo_o3_relic
reliquia neo c7,neo_c7_relic
reliquia neo p9,neo_p9_relic
reliquia neo k9,neo_k9_relic
reliquia meso x1,meso_x1_relic
reliquia meso a9,meso_a9_relic
reliquia meso y1,meso_y1_relic
reliquia meso v14,meso_v14_relic
reliquia meso p17,meso_p17_relic
reliquia meso v13,meso_v13_relic
reliquia lith g14,lith_g14_relic
reliquia lith n18,lith_n18_relic
reliquia lith d7,lith_d7_relic
persistencia arcana,arcane_persistence
pericia arcana,arcane_expertise
circunvalación arcana,arcane_circumvent
baluarte principal,primary_bulwark
sobrecarga primaria,primary_overcharge
irradiación secundaria,secondary_irradiate
debilitación primaria,primary_debilitate
concentración arcana,arcane_concentration
arrastre cuerpo a cuerpo,melee_careen
punta aterradora,harrowing_spire
reliquia lith l7,lith_l7_relic
arena del olvido de roathe,roathes_oblivion_arena
escena de la habitación de lyon,lyons_room_scene
escena de la habitación de marie,maries_room_scene
escena de la cathédrale,la_cathédrale_scene
escena del mirador de boro,boro_overlook_scene
escena del cañón makvos,makvos_cannon_scene
escena del siembramundos,world_seeder_scene
escena de la manifestación de perita,trauma_manifestation_arena
escena del fuerte tennadis,fort_tennadis_scene
ubri-kaneph,ubri_kaneph
sey-taph,sey_taph
lashta-vak,lashta_vak
empazu-shol,empazu_shol
metem-erun,metem_erun
da-ren,da_ren
ulashta-shol,ulashta_shol
sil-tabol,sil_tabol
evir-ti,evir_ti
yar dal,yar_dal
metem-hakh,metem_hakh
kaal-zidi,kaal_zidi
vikla-safor,vikla_safor
talsek-an,talsek_an
esti vel-ikha,esti_vel_ikha
hok-kaal,hok_kaal
omn-evi,omn_evi
lorun-tash,lorun_tash
vik-anam,vik_anam
hayan-dabor,hayan_dabor
reliquia vanguardia c1,vanguard_c1_relic
reliquia vanguardia p1,vanguard_p1_relic
reliquia vanguardia m1,vanguard_m1_relic
reliquia vanguardia e1,vanguard_e1_relic
peine ponzoñoso prime,primed_venomous_clip
zid-an sek-eel,zid-an-sek-eel
zid-an asheir,zid-an-asheir
zid-an uskos,zid-an-uskos
zid-an haras,zid-an-haras
zid-an osbok,zid-an-osbok
cadena de munición prime,primed_ammo_chain
